transactionId,userId,merchantId,amount,currency,timestamp,deviceId,ipAddress,location,paymentMethodRef,accountAgeDays,velocity1h,failedTxCount24h,sharedDeviceAccountCount,sharedIpAccountCount,isFraud,fraudScenario
tx_legit_009990,usr_norm_0806,merch_razorpay_068,717.71,INR,2026-08-01T03:54:49+00:00,dev_fingerprint_0750,192.168.230.245,"Bengaluru, IN",pm_tok_synthetic_02664,826,4,1,1,2,0,NONE
tx_legit_000671,usr_norm_1398,merch_razorpay_051,428.75,INR,2026-08-01T03:58:02+00:00,dev_fingerprint_1123,192.168.61.219,"Pune, IN",pm_tok_synthetic_02551,762,1,1,1,1,0,NONE
tx_legit_006499,usr_norm_1169,merch_razorpay_078,454.71,INR,2026-08-01T04:03:37+00:00,dev_fingerprint_1107,192.168.10.9,"Bengaluru, IN",pm_tok_synthetic_02058,370,1,0,2,16,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_009779,usr_norm_0117,merch_razorpay_013,426.39,INR,2026-08-01T04:08:20+00:00,dev_fingerprint_2328,10.0.224.199,"Kolkata, IN",pm_tok_synthetic_02771,571,1,0,1,1,0,NONE
tx_legit_012014,usr_norm_2485,merch_razorpay_044,750.02,INR,2026-08-01T04:10:56+00:00,dev_fingerprint_0701,192.168.55.88,"Kolkata, IN",pm_tok_synthetic_00203,785,1,0,1,1,0,NONE
tx_legit_006324,usr_norm_0338,merch_razorpay_025,834.19,INR,2026-08-01T04:13:11+00:00,dev_fingerprint_1505,192.168.189.194,"Bengaluru, IN",pm_tok_synthetic_02592,517,1,0,1,1,0,NONE
tx_legit_010007,usr_norm_1649,merch_razorpay_044,688.97,INR,2026-08-01T04:14:19+00:00,dev_fingerprint_1237,192.168.119.164,"Hyderabad, IN",pm_tok_synthetic_02552,199,1,0,1,2,0,NONE
tx_legit_012801,usr_norm_0746,merch_razorpay_050,701.26,INR,2026-08-01T04:15:36+00:00,dev_family_shared_019,192.168.140.108,"Ahmedabad, IN",pm_tok_synthetic_02095,693,1,0,4,1,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_008940,usr_norm_0618,merch_razorpay_001,506.55,INR,2026-08-01T04:22:43+00:00,dev_fingerprint_0267,192.168.37.19,"Chennai, IN",pm_tok_synthetic_02936,196,2,0,1,2,0,NONE
tx_legit_001604,usr_norm_0558,merch_razorpay_010,791.01,INR,2026-08-01T04:25:07+00:00,dev_fingerprint_1506,192.168.146.159,"Chennai, IN",pm_tok_synthetic_01302,478,1,0,1,1,0,NONE
tx_legit_013484,usr_norm_2642,merch_razorpay_034,560.86,INR,2026-08-01T04:28:06+00:00,dev_fingerprint_0613,192.168.63.213,"Kolkata, IN",pm_tok_synthetic_03368,369,1,0,2,1,0,NONE
tx_fraud_000178,usr_burstB_014,merch_razorpay_093,4521.37,INR,2026-08-01T04:28:53+00:00,dev_burstB_004,203.0.113.105,"Ahmedabad, IN",pm_tok_burstB_014,7,19,3,2,14,1,SHARED_IP_BURST
tx_legit_003564,usr_norm_0723,merch_razorpay_080,551.7,INR,2026-08-01T04:32:22+00:00,dev_fingerprint_0355,192.168.168.83,"Bengaluru, IN",pm_tok_synthetic_03411,220,1,0,3,3,0,NONE
tx_legit_012472,usr_norm_0862,merch_razorpay_066,625.92,INR,2026-08-01T04:37:15+00:00,dev_fingerprint_1718,192.168.114.170,"Delhi, IN",pm_tok_synthetic_02510,70,1,0,1,1,0,NONE
tx_legit_001946,usr_norm_2550,merch_razorpay_092,540.08,INR,2026-08-01T04:38:03+00:00,dev_family_shared_018,192.168.228.195,"Hyderabad, IN",pm_tok_synthetic_00954,900,2,0,3,3,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_008504,usr_norm_0437,merch_razorpay_063,391.16,INR,2026-08-01T04:39:06+00:00,dev_fingerprint_1384,192.168.223.49,"Kolkata, IN",pm_tok_synthetic_02004,160,1,0,2,1,0,NONE
tx_legit_003923,usr_norm_2391,merch_razorpay_098,163.26,INR,2026-08-01T04:40:44+00:00,dev_fingerprint_1527,192.168.112.151,"Bengaluru, IN",pm_tok_synthetic_02316,746,2,0,1,1,0,NONE
tx_legit_008807,usr_norm_2299,merch_razorpay_099,714.5,INR,2026-08-01T04:41:05+00:00,dev_fingerprint_2241,192.168.181.18,"Kolkata, IN",pm_tok_synthetic_01841,614,1,0,1,2,0,NONE
tx_fraud_000239,usr_burstB_015,merch_razorpay_022,8727.17,INR,2026-08-01T04:41:50+00:00,dev_burstB_005,203.0.113.101,"Chennai, IN",pm_tok_burstB_000,20,11,3,1,32,1,SHARED_IP_BURST
tx_fraud_000551,usr_combE_018,merch_razorpay_035,54706.57,INR,2026-08-01T04:43:07+00:00,dev_combE_0,203.0.113.201,Tor Exit Node,pm_tok_combE_0,0,16,10,15,25,1,COMBINED_RING
tx_legit_007997,usr_norm_2701,merch_razorpay_008,261.03,INR,2026-08-01T04:43:28+00:00,dev_fingerprint_1479,192.168.213.233,"Bengaluru, IN",pm_tok_synthetic_02021,436,1,0,1,3,0,NONE
tx_legit_008990,usr_norm_0660,merch_razorpay_007,632.66,INR,2026-08-01T04:43:44+00:00,dev_fingerprint_2239,192.168.209.165,"Mumbai, IN",pm_tok_synthetic_02269,754,2,0,1,2,0,NONE
tx_legit_002274,usr_norm_2759,merch_razorpay_028,162.89,INR,2026-08-01T04:44:19+00:00,dev_fingerprint_1511,192.168.174.140,"Hyderabad, IN",pm_tok_synthetic_03101,264,2,0,1,2,0,NONE
tx_legit_009606,usr_norm_0574,merch_razorpay_017,449.69,INR,2026-08-01T04:49:16+00:00,dev_fingerprint_1126,192.168.10.9,"Hyderabad, IN",pm_tok_synthetic_00387,488,1,0,1,9,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_010010,usr_norm_2049,merch_razorpay_001,1901.42,INR,2026-08-01T04:50:21+00:00,dev_fingerprint_1006,192.168.164.247,"Hyderabad, IN",pm_tok_synthetic_00550,334,2,0,1,1,0,NONE
tx_legit_006202,usr_norm_0311,merch_razorpay_018,962.62,INR,2026-08-01T04:53:59+00:00,dev_fingerprint_1457,192.168.10.9,"Chennai, IN",pm_tok_synthetic_00631,772,1,0,1,11,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_010025,usr_norm_1041,merch_razorpay_014,634.09,INR,2026-08-01T04:54:58+00:00,dev_fingerprint_0326,10.0.139.245,"Delhi, IN",pm_tok_synthetic_02319,986,2,0,1,1,0,NONE
tx_legit_005690,usr_norm_1966,merch_razorpay_029,632.01,INR,2026-08-01T04:56:19+00:00,dev_fingerprint_0720,192.168.20.242,"Mumbai, IN",pm_tok_synthetic_00052,155,1,0,1,1,0,NONE
tx_legit_000645,usr_norm_2868,merch_razorpay_067,662.8,INR,2026-08-01T04:58:54+00:00,dev_fingerprint_1432,192.168.43.98,"Bengaluru, IN",pm_tok_synthetic_03007,409,1,0,1,1,0,NONE
tx_legit_005711,usr_norm_1116,merch_razorpay_092,322.05,INR,2026-08-01T04:59:40+00:00,dev_fingerprint_0796,192.168.125.50,"Pune, IN",pm_tok_synthetic_00021,838,1,0,1,1,0,NONE
tx_legit_001381,usr_norm_0940,merch_razorpay_078,418.26,INR,2026-08-01T05:01:04+00:00,dev_family_shared_004,192.168.74.20,"Chennai, IN",pm_tok_synthetic_00804,809,2,0,4,2,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_001935,usr_norm_2568,merch_razorpay_044,442.25,INR,2026-08-01T05:02:17+00:00,dev_fingerprint_1987,192.168.10.4,"Bengaluru, IN",pm_tok_synthetic_02120,615,3,0,1,14,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_004490,usr_norm_2531,merch_razorpay_049,257.55,INR,2026-08-01T05:02:44+00:00,dev_fingerprint_1412,192.168.159.175,"Mumbai, IN",pm_tok_synthetic_00304,954,1,0,1,3,0,NONE
tx_legit_005083,usr_norm_0786,merch_razorpay_018,829.68,INR,2026-08-01T05:02:57+00:00,dev_fingerprint_0324,192.168.10.1,"Delhi, IN",pm_tok_synthetic_02648,796,1,0,2,14,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_005297,usr_norm_1658,merch_razorpay_067,391.3,INR,2026-08-01T05:11:02+00:00,dev_family_shared_013,192.168.177.95,"Kolkata, IN",pm_tok_synthetic_02828,96,1,0,5,2,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_008728,usr_norm_2582,merch_razorpay_030,210.45,INR,2026-08-01T05:13:14+00:00,dev_fingerprint_0436,192.168.8.100,"Mumbai, IN",pm_tok_synthetic_01969,767,1,0,1,1,0,NONE
tx_legit_010380,usr_norm_2559,merch_razorpay_097,247.82,INR,2026-08-01T05:15:45+00:00,dev_fingerprint_1305,192.168.169.134,"Hyderabad, IN",pm_tok_synthetic_01049,378,1,0,1,3,0,NONE
tx_legit_003524,usr_norm_0965,merch_razorpay_061,183.54,INR,2026-08-01T05:21:03+00:00,dev_fingerprint_1630,192.168.31.242,"Kolkata, IN",pm_tok_synthetic_01580,277,3,0,1,2,0,NONE
tx_legit_005196,usr_norm_1256,merch_razorpay_016,720.97,INR,2026-08-01T05:32:20+00:00,dev_fingerprint_0256,192.168.187.109,"Pune, IN",pm_tok_synthetic_01795,759,2,0,1,4,0,NONE
tx_legit_005325,usr_norm_0182,merch_razorpay_004,1401.3,INR,2026-08-01T05:34:50+00:00,dev_fingerprint_1652,192.168.46.78,"Pune, IN",pm_tok_synthetic_02962,37,1,1,1,1,0,NONE
tx_legit_007146,usr_norm_2600,merch_razorpay_062,901.74,INR,2026-08-01T05:34:54+00:00,dev_fingerprint_1805,192.168.28.61,"Pune, IN",pm_tok_synthetic_02912,81,2,0,1,5,0,NONE
tx_legit_010133,usr_norm_0434,merch_razorpay_027,203.48,INR,2026-08-01T05:35:17+00:00,dev_fingerprint_1343,192.168.10.8,"Bengaluru, IN",pm_tok_synthetic_02873,901,1,0,1,10,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_002370,usr_norm_1625,merch_razorpay_004,145.75,INR,2026-08-01T05:41:29+00:00,dev_fingerprint_1550,192.168.38.111,"Delhi, IN",pm_tok_synthetic_02706,167,1,1,1,1,0,NONE
tx_legit_004991,usr_norm_1377,merch_razorpay_022,915.82,INR,2026-08-01T05:47:20+00:00,dev_fingerprint_0276,192.168.241.244,"Chennai, IN",pm_tok_synthetic_02290,217,1,0,1,1,0,NONE
tx_legit_004560,usr_norm_2507,merch_razorpay_004,196.85,INR,2026-08-01T05:51:03+00:00,dev_fingerprint_1009,192.168.10.3,"Pune, IN",pm_tok_synthetic_02895,635,1,0,1,14,0,LEGITIMATE_SHARED_INFRASTRUCTURE
tx_legit_012013,usr_norm_0873,merch_razorpay_011,332.92,INR,2026-08-01T05:51:33+00:00,dev_fingerprint_2021,192.168.74.109,"Chennai, IN",pm_tok_synthetic_01652,437,1,0,1,1,0,NONE
