transactionId,isFraud,amount,logAmount,accountAgeDays,velocity1h,failedTxCount24h,sharedDeviceAccountCount,sharedIpAccountCount,isNewAccountFlag,highVelocityFlag,sharedPaymentAccountCount,deviceDegree,ipDegree,paymentMethodDegree,merchantDegree,uniqueDevicesPerUser,uniqueIpsPerUser,uniquePaymentMethodsPerUser,accountsPerDevice,accountsPerIp,accountsPerPaymentMethod,recentSharedDeviceCount,recentSharedIpCount,recentPaymentReuseCount,transactionVelocityOnSharedDevice,transactionVelocityOnSharedIp,deviceClusterSize,ipClusterSize,paymentClusterSize,multiAccountDeviceFlag,multiAccountIpFlag,multiAccountPaymentFlag,sharedInfrastructureScore,relationshipDensity,ringConnectivityScore
tx_fraud_000672,1,1020.93,6.9294,255,1,0,2,2,0,0,1,2,2,2,0,1,1,1,2,2,1,1,1,1,1,1,5,5,1,1,1,0,0.19,0.0,1.6094
tx_legit_005925,0,616.21,6.4252,451,4,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005554,0,782.55,6.6638,350,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000581,0,1784.95,7.4877,148,2,0,1,1,0,0,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,5,0,0,0,0.12,0.6,0.6931
tx_legit_000617,0,420.88,6.0447,937,2,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_012585,0,266.59,5.5895,398,2,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_013752,0,356.32,5.8786,958,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_007488,0,359.25,5.8868,120,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_012707,0,406.63,6.0104,239,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001475,0,195.99,5.2832,716,1,1,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008042,0,476.23,6.168,94,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_010920,0,282.51,5.6472,296,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_009827,0,201.47,5.3106,400,1,0,1,2,0,0,1,2,2,2,0,1,1,1,1,2,1,1,1,1,1,1,1,5,1,0,1,0,0.15,0.0,1.0986
tx_legit_009990,0,717.71,6.5775,826,4,1,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000671,0,428.75,6.0632,762,1,1,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006499,0,454.71,6.1219,370,1,0,1,2,0,0,1,2,2,2,0,1,1,1,1,2,1,1,2,1,1,2,1,5,1,0,1,0,0.15,0.0,1.0986
tx_legit_009779,0,426.39,6.0577,571,1,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_012014,0,750.02,6.6214,785,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006324,0,834.19,6.7277,517,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_010007,0,688.97,6.5366,199,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_012801,0,701.26,6.5543,693,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008940,0,506.55,6.2296,196,2,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001604,0,791.01,6.6746,478,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_013484,0,560.86,6.3313,369,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_fraud_000178,1,4521.37,8.4168,7,19,3,1,1,1,1,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_003564,0,551.7,6.3148,220,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_012472,0,625.92,6.4408,70,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001946,0,540.08,6.2936,900,2,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008504,0,391.16,5.9717,160,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_003923,0,163.26,5.1015,746,2,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008807,0,714.5,6.573,614,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_fraud_000239,1,8727.17,9.0743,20,11,3,1,1,0,1,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_fraud_000551,1,54706.57,10.9098,0,16,10,2,2,1,1,2,2,2,2,0,1,1,1,2,2,2,1,1,2,1,1,5,5,5,1,1,1,0.24,0.0,1.6094
tx_legit_007997,0,261.03,5.5685,436,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008990,0,632.66,6.4515,754,2,0,1,2,0,0,1,2,2,2,0,1,1,1,1,2,1,1,1,1,1,1,1,5,1,0,1,0,0.15,0.0,1.0986
tx_legit_002274,0,162.89,5.0992,264,2,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_009606,0,449.69,6.1108,488,1,0,1,3,0,0,1,2,4,2,2,1,1,1,1,3,1,1,2,1,1,2,1,9,1,0,1,0,0.18,0.0,1.3863
tx_legit_010010,0,1901.42,7.5509,334,2,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006202,0,962.62,6.8707,772,1,0,1,4,0,0,1,2,6,2,0,1,1,1,1,4,1,1,3,1,1,3,1,13,1,0,1,0,0.21,0.0,1.6094
tx_legit_010025,0,634.09,6.4538,986,2,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005690,0,632.01,6.4505,155,1,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000645,0,662.8,6.498,409,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005711,0,322.05,5.7778,838,1,0,1,1,0,0,2,2,2,2,4,1,1,1,1,1,2,1,1,2,1,1,1,1,7,0,0,1,0.17,0.0,0.6931
tx_legit_001381,0,418.26,6.0385,809,2,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001935,0,442.25,6.0941,615,3,0,1,2,0,0,1,2,2,2,6,1,1,1,1,2,1,1,1,1,1,1,1,5,1,0,1,0,0.15,0.0,1.0986
tx_legit_004490,0,257.55,5.5551,954,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005083,0,829.68,6.7222,796,1,0,1,3,0,0,1,2,4,2,2,1,1,1,1,3,1,1,1,1,1,1,1,9,1,0,1,0,0.18,0.0,1.3863
tx_legit_005297,0,391.3,5.972,96,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008728,0,210.45,5.354,767,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_010380,0,247.82,5.5167,378,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_003524,0,183.54,5.2179,277,3,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005196,0,720.97,6.582,759,2,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005325,0,1401.3,7.2459,37,1,1,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_007146,0,901.74,6.8054,81,2,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_010133,0,203.48,5.3205,901,1,0,1,5,0,0,1,2,8,2,0,1,1,1,1,5,1,1,1,1,1,1,1,19,1,0,1,0,0.24,0.0,1.7918
tx_legit_002370,0,145.75,4.9887,167,1,1,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_004991,0,915.82,6.8209,217,1,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_004560,0,196.85,5.2875,635,1,0,1,2,0,0,1,2,2,2,4,1,1,1,1,2,1,1,1,1,1,1,1,5,1,0,1,0,0.15,0.0,1.0986
tx_legit_012013,0,332.92,5.8109,437,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_007495,0,582.42,6.3689,510,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005901,0,338.43,5.8273,606,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005678,0,1109.26,7.0123,451,2,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_013555,0,500.35,6.2173,422,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_011382,0,256.01,5.5491,99,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_009359,0,2338.6,7.7577,328,1,0,1,1,0,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_009106,0,557.59,6.3254,258,2,0,1,1,0,0,2,2,2,2,0,1,1,1,1,1,2,1,1,2,1,1,1,1,7,0,0,1,0.17,0.0,0.6931
tx_legit_002759,0,214.55,5.3732,157,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006451,0,350.57,5.8624,389,3,0,2,1,0,0,1,2,2,2,0,1,1,1,2,1,1,2,1,1,2,1,5,1,1,1,0,0,0.16,0.0,1.0986
tx_legit_008934,0,598.26,6.3957,455,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_013241,0,385.93,5.9582,176,1,0,1,6,0,0,1,2,10,2,6,1,1,1,1,6,1,1,2,1,1,2,1,23,1,0,1,0,0.27,0.0,1.9459
tx_legit_005061,0,125.94,4.8437,18,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_013048,0,598.29,6.3957,295,1,0,1,1,0,0,2,2,2,2,0,1,1,1,1,1,2,1,1,2,1,1,1,1,7,0,0,1,0.17,0.0,0.6931
tx_legit_013195,0,672.73,6.5128,678,1,0,1,1,0,0,1,2,2,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_002595,0,346.63,5.8511,988,1,0,1,7,0,0,1,2,12,2,2,1,1,1,1,7,1,1,3,1,1,3,1,27,1,0,1,0,0.3,0.0,2.0794
tx_legit_010054,0,246.33,5.5107,606,1,0,1,4,0,0,1,2,6,2,4,1,1,1,1,4,1,1,1,1,1,1,1,13,1,0,1,0,0.21,0.0,1.6094
tx_legit_011204,0,226.13,5.4255,228,4,0,1,4,0,0,1,2,6,2,2,1,1,1,1,4,1,1,1,1,1,1,1,13,1,0,1,0,0.21,0.0,1.6094
tx_legit_010753,0,280.1,5.6387,342,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006940,0,661.65,6.4962,910,1,0,1,1,0,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_fraud_000978,1,7331.94,8.9001,131,2,1,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005654,0,1853.45,7.5253,696,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_004569,0,86.14,4.4675,203,2,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_009483,0,761.1,6.6361,822,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008261,0,464.87,6.1439,53,2,0,1,3,0,0,1,2,4,2,4,1,1,1,1,3,1,1,1,1,1,1,1,11,1,0,1,0,0.18,0.0,1.3863
tx_legit_003970,0,2287.65,7.7357,747,1,0,1,3,0,0,1,2,4,2,4,1,1,1,1,3,1,1,1,1,1,1,1,9,1,0,1,0,0.18,0.0,1.3863
tx_legit_002294,0,862.28,6.7607,921,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_004950,0,510.89,6.2381,728,1,0,1,1,0,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_004183,0,251.87,5.5329,550,1,1,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001170,0,268.6,5.5969,143,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
