transactionId,isFraud,amount,logAmount,accountAgeDays,velocity1h,failedTxCount24h,sharedDeviceAccountCount,sharedIpAccountCount,isNewAccountFlag,highVelocityFlag
tx_legit_008990,0,632.66,6.4515,754,2,0,1,2,0,0
tx_legit_002274,0,162.89,5.0992,264,2,0,1,2,0,0
tx_legit_009606,0,449.69,6.1108,488,1,0,1,9,0,0
tx_legit_010010,0,1901.42,7.5509,334,2,0,1,1,0,0
tx_legit_006202,0,962.62,6.8707,772,1,0,1,11,0,0
tx_legit_010025,0,634.09,6.4538,986,2,0,1,1,0,0
tx_legit_005690,0,632.01,6.4505,155,1,0,1,1,0,0
tx_legit_000645,0,662.8,6.498,409,1,0,1,1,0,0
tx_legit_005711,0,322.05,5.7778,838,1,0,1,1,0,0
tx_legit_001381,0,418.26,6.0385,809,2,0,4,2,0,0
tx_legit_001935,0,442.25,6.0941,615,3,0,1,14,0,0
tx_legit_004490,0,257.55,5.5551,954,1,0,1,3,0,0
tx_legit_005083,0,829.68,6.7222,796,1,0,2,14,0,0
tx_legit_005297,0,391.3,5.972,96,1,0,5,2,0,0
tx_legit_008728,0,210.45,5.354,767,1,0,1,1,0,0
tx_legit_010380,0,247.82,5.5167,378,1,0,1,3,0,0
tx_legit_003524,0,183.54,5.2179,277,3,0,1,2,0,0
tx_legit_005196,0,720.97,6.582,759,2,0,1,4,0,0
tx_legit_005325,0,1401.3,7.2459,37,1,1,1,1,0,0
tx_legit_007146,0,901.74,6.8054,81,2,0,1,5,0,0
tx_legit_010133,0,203.48,5.3205,901,1,0,1,10,0,0
tx_legit_002370,0,145.75,4.9887,167,1,1,1,1,0,0
tx_legit_004991,0,915.82,6.8209,217,1,0,1,1,0,0
tx_legit_004560,0,196.85,5.2875,635,1,0,1,14,0,0
tx_legit_012013,0,332.92,5.8109,437,1,0,1,1,0,0
tx_legit_007495,0,582.42,6.3689,510,1,0,1,2,0,0
tx_legit_005901,0,338.43,5.8273,606,1,0,1,2,0,0
tx_legit_005678,0,1109.26,7.0123,451,2,0,1,1,0,0
tx_legit_013555,0,500.35,6.2173,422,1,0,1,1,0,0
tx_legit_011382,0,256.01,5.5491,99,1,0,1,1,0,0
tx_legit_009359,0,2338.6,7.7577,328,1,0,1,2,0,0
tx_legit_009106,0,557.59,6.3254,258,2,0,1,4,0,0
tx_legit_002759,0,214.55,5.3732,157,1,0,1,1,0,0
tx_legit_006451,0,350.57,5.8624,389,3,0,3,3,0,0
tx_legit_008934,0,598.26,6.3957,455,1,0,1,1,0,0
tx_legit_013241,0,385.93,5.9582,176,1,0,1,10,0,0
tx_legit_005061,0,125.94,4.8437,18,1,0,1,1,0,0
tx_legit_013048,0,598.29,6.3957,295,1,0,1,1,0,0
tx_legit_013195,0,672.73,6.5128,678,1,0,1,1,0,0
tx_legit_002595,0,346.63,5.8511,988,1,0,1,16,0,0
tx_legit_010054,0,246.33,5.5107,606,1,0,2,19,0,0
tx_legit_011204,0,226.13,5.4255,228,4,0,1,22,0,0
tx_legit_010753,0,280.1,5.6387,342,1,0,5,3,0,0
tx_legit_006940,0,661.65,6.4962,910,1,0,1,2,0,0
tx_fraud_000978,1,7331.94,8.9001,131,2,1,15,5,0,0
tx_legit_005654,0,1853.45,7.5253,696,1,0,1,1,0,0
tx_legit_004569,0,86.14,4.4675,203,2,0,1,1,0,0
tx_legit_009483,0,761.1,6.6361,822,1,0,2,1,0,0
tx_legit_008261,0,464.87,6.1439,53,2,0,1,8,0,0
tx_legit_003970,0,2287.65,7.7357,747,1,0,2,11,0,0
tx_legit_002294,0,862.28,6.7607,921,1,0,1,1,0,0
tx_legit_004950,0,510.89,6.2381,728,1,0,1,1,0,0
tx_legit_004183,0,251.87,5.5329,550,1,1,1,2,0,0
tx_legit_001170,0,268.6,5.5969,143,1,0,1,2,0,0
tx_legit_001318,0,1383.33,7.233,229,1,1,3,2,0,0
tx_legit_007639,0,777.48,6.6573,946,1,0,1,2,0,0
tx_legit_012480,0,916.93,6.8221,751,1,0,1,2,0,0
tx_legit_001444,0,293.55,5.6854,709,1,0,2,13,0,0
tx_legit_008103,0,186.3,5.2327,674,2,0,1,1,0,0
tx_fraud_001001,1,6649.91,8.8025,69,2,1,11,11,0,0
tx_legit_000146,0,625.13,6.4396,412,1,0,3,1,0,0
tx_legit_001815,0,815.26,6.7047,90,1,0,2,8,0,0
tx_legit_002760,0,722.1,6.5835,672,1,0,1,1,0,0
tx_legit_004461,0,897.02,6.8002,532,3,0,1,2,0,0
tx_legit_002927,0,952.99,6.8607,272,1,2,1,1,0,0
tx_legit_012479,0,610.83,6.4165,818,3,0,1,1,0,0
tx_legit_011459,0,518.76,6.2534,563,1,0,1,1,0,0
tx_legit_004581,0,276.99,5.6276,759,1,0,1,2,0,0
tx_legit_000008,0,143.47,4.9731,790,1,0,1,15,0,0
tx_fraud_000636,1,24490.09,10.1061,3,15,8,21,40,1,1
tx_legit_009955,0,553.51,6.3181,338,4,0,2,1,0,0
tx_fraud_000131,1,5279.15,8.5717,4,5,2,12,5,1,1
tx_legit_005593,0,363.1,5.8974,546,1,0,1,19,0,0
tx_legit_012834,0,886.49,6.7884,283,1,0,2,22,0,0
tx_legit_012074,0,188.16,5.2426,869,1,0,1,2,0,0
tx_legit_010431,0,4722.1,8.4602,958,2,0,1,1,0,0
tx_fraud_000912,1,2018.91,7.6108,273,1,0,1,10,0,0
tx_legit_006543,0,874.66,6.775,70,1,0,1,1,0,0
tx_legit_007049,0,631.61,6.4499,818,1,0,1,21,0,0
tx_legit_012648,0,463.71,6.1414,572,2,0,2,21,0,0
tx_legit_009188,0,619.69,6.4308,781,1,0,1,2,0,0
tx_legit_002622,0,1127.59,7.0287,892,1,0,1,1,0,0
tx_legit_003408,0,637.98,6.4599,391,1,0,1,2,0,0
tx_legit_002399,0,594.89,6.3901,674,1,0,2,8,0,0
tx_legit_009853,0,396.98,5.9864,860,1,0,4,3,0,0
tx_legit_004388,0,226.0,5.425,551,2,0,1,4,0,0
tx_legit_007238,0,334.29,5.815,548,1,1,1,1,0,0
tx_legit_001842,0,346.63,5.8511,759,1,0,1,1,0,0
tx_legit_008163,0,1076.32,6.9822,18,1,1,2,10,0,0
tx_legit_001975,0,382.91,5.9504,716,2,0,2,13,0,0
tx_legit_006306,0,264.02,5.5798,354,1,2,1,1,0,0
tx_legit_012955,0,296.09,5.694,90,1,0,1,3,0,0
tx_legit_010784,0,530.58,6.2759,993,1,0,2,20,0,0
tx_legit_005166,0,374.92,5.9294,174,1,1,2,9,0,0
tx_legit_011656,0,245.28,5.5065,382,1,0,1,2,0,0
tx_legit_005652,0,1110.37,7.0133,631,1,0,3,2,0,0
tx_legit_001253,0,673.2,6.5135,956,2,0,1,2,0,0
tx_legit_013257,0,188.09,5.2422,557,1,1,1,4,0,0
tx_legit_011163,0,946.26,6.8536,277,1,0,2,14,0,0
tx_legit_005645,0,246.32,5.5107,937,1,0,2,2,0,0
tx_legit_005307,0,5982.84,8.6968,315,1,0,1,1,0,0
tx_legit_013398,0,525.46,6.2662,842,1,0,4,2,0,0
tx_legit_005318,0,232.39,5.4527,938,1,0,1,1,0,0
tx_legit_013204,0,395.79,5.9834,616,2,0,5,2,0,0
tx_legit_004320,0,429.91,6.0659,945,1,0,2,1,0,0
tx_fraud_000169,1,14193.29,9.5606,5,19,4,3,33,1,1
tx_legit_013438,0,1033.44,6.9416,223,1,0,1,1,0,0
tx_legit_002242,0,222.05,5.4074,253,2,0,1,1,0,0
tx_legit_004170,0,728.68,6.5926,191,1,0,1,22,0,0
tx_legit_006917,0,227.7,5.4324,271,1,0,2,16,0,0
tx_legit_005540,0,770.4,6.6482,180,1,0,2,17,0,0
tx_legit_003333,0,752.93,6.6253,223,2,0,1,19,0,0
tx_legit_001322,0,380.63,5.9445,610,1,0,1,1,0,0
tx_legit_000944,0,418.35,6.0387,100,1,0,1,3,0,0
tx_legit_008047,0,845.7,6.7413,510,2,0,1,1,0,0
tx_legit_004959,0,592.1,6.3854,737,2,0,1,1,0,0
tx_legit_010301,0,678.03,6.5207,321,1,0,1,1,0,0
tx_legit_006675,0,531.75,6.2781,784,2,0,1,1,0,0
tx_legit_011104,0,559.56,6.3289,759,1,0,1,1,0,0
tx_legit_000308,0,718.33,6.5783,595,2,0,2,2,0,0
tx_legit_003229,0,135.15,4.9138,797,1,0,2,10,0,0
tx_legit_004144,0,724.26,6.5865,628,1,0,2,1,0,0
tx_legit_011501,0,216.35,5.3815,431,1,0,2,2,0,0
tx_legit_005952,0,289.26,5.6708,437,1,0,1,1,0,0
tx_legit_002132,0,411.11,6.0213,762,1,0,2,2,0,0
tx_fraud_000628,1,61693.97,11.03,6,14,7,19,21,1,1
tx_fraud_000968,1,3423.63,8.1387,76,2,1,11,7,0,0
tx_legit_009240,0,386.59,5.9599,988,1,0,1,2,0,0
tx_legit_001896,0,439.23,6.0873,804,1,1,2,1,0,0
tx_legit_009214,0,433.6,6.0744,276,1,0,1,1,0,0
tx_legit_007799,0,521.3,6.2582,290,1,0,1,1,0,0
tx_legit_003178,0,465.59,6.1455,840,1,1,1,1,0,0
tx_legit_005784,0,374.97,5.9295,997,1,0,1,3,0,0
tx_legit_001069,0,834.61,6.7282,472,1,0,1,1,0,0
tx_legit_003059,0,689.04,6.5367,73,1,0,1,1,0,0
tx_legit_010022,0,204.09,5.3234,738,1,0,1,2,0,0
tx_legit_007465,0,367.33,5.909,619,1,0,1,2,0,0
tx_legit_006052,0,333.03,5.8112,732,1,0,1,1,0,0
tx_legit_007498,0,1218.48,7.1062,347,1,0,2,20,0,0
tx_fraud_001046,1,5370.57,8.5889,88,2,1,6,10,0,0
tx_legit_004665,0,811.72,6.7004,845,1,0,1,1,0,0
tx_legit_013386,0,414.83,6.0303,901,1,0,1,2,0,0
tx_legit_004705,0,954.9,6.8627,636,1,0,1,1,0,0
tx_legit_003698,0,462.13,6.138,418,2,0,2,3,0,0
tx_legit_006269,0,620.17,6.4316,683,2,0,5,2,0,0
tx_legit_007177,0,284.81,5.6553,634,1,0,3,3,0,0
tx_legit_008259,0,418.37,6.0388,900,1,2,1,2,0,0
tx_legit_012554,0,2858.06,7.9582,201,1,0,1,2,0,0
tx_legit_005393,0,507.43,6.2313,220,1,0,2,2,0,0
tx_fraud_000049,1,9680.63,9.178,5,6,4,12,5,1,1
tx_legit_009582,0,526.12,6.2674,206,1,0,1,1,0,0
tx_legit_006650,0,379.89,5.9425,860,1,0,1,3,0,0
tx_legit_001743,0,129.85,4.8741,575,3,0,1,1,0,0
tx_legit_007484,0,336.14,5.8205,848,1,0,1,1,0,0
tx_legit_000922,0,306.62,5.7289,420,1,0,1,22,0,0
tx_legit_004502,0,863.08,6.7617,95,1,0,1,2,0,0
tx_legit_001546,0,991.26,6.9,749,1,0,1,2,0,0
tx_legit_010833,0,364.15,5.9003,583,2,0,2,8,0,0
tx_legit_003122,0,1666.72,7.4192,557,1,0,1,1,0,0
tx_legit_009472,0,554.97,6.3207,226,2,0,1,1,0,0
tx_legit_013469,0,930.89,6.8372,945,1,1,1,2,0,0
tx_legit_000842,0,495.33,6.2072,231,1,0,1,21,0,0
tx_legit_010155,0,241.87,5.4925,72,1,0,1,1,0,0
tx_legit_005850,0,1137.3,7.0373,277,1,0,2,1,0,0
tx_legit_009409,0,601.8,6.4016,612,2,0,2,2,0,0
tx_legit_012420,0,162.25,5.0953,798,1,0,1,1,0,0
tx_legit_006315,0,307.51,5.7318,490,1,0,1,1,0,0
tx_legit_012027,0,116.24,4.7642,622,1,1,2,5,0,0
tx_legit_013578,0,629.43,6.4464,889,1,0,1,2,0,0
tx_legit_007341,0,455.3,6.1232,565,1,0,5,2,0,0
tx_legit_013264,0,1338.31,7.1999,799,2,0,1,1,0,0
tx_legit_001750,0,596.63,6.393,158,1,0,1,2,0,0
tx_legit_004190,0,128.77,4.8658,568,2,0,1,2,0,0
tx_legit_001298,0,243.27,5.4983,701,1,0,1,1,0,0
tx_legit_013514,0,691.63,6.5405,132,1,0,1,2,0,0
tx_legit_012456,0,322.26,5.7785,155,1,2,1,1,0,0
tx_legit_010986,0,1051.98,6.9594,515,2,0,1,1,0,0
tx_legit_008835,0,346.74,5.8515,986,1,0,4,1,0,0
tx_legit_002830,0,504.8,6.2261,661,1,0,1,1,0,0
tx_legit_008112,0,486.86,6.19,542,1,0,1,2,0,0
tx_legit_009731,0,403.76,6.0033,615,1,0,1,1,0,0
tx_legit_004651,0,283.55,5.6509,33,1,0,1,1,0,0
tx_legit_006371,0,235.32,5.4652,263,1,0,2,1,0,0
tx_legit_009346,0,138.06,4.9349,518,1,0,1,20,0,0
tx_legit_010827,0,576.54,6.3588,413,1,0,4,2,0,0
tx_legit_008571,0,368.61,5.9124,633,1,0,1,1,0,0
tx_legit_012655,0,155.11,5.0506,766,1,0,1,21,0,0
tx_legit_006137,0,464.89,6.1439,518,3,0,1,1,0,0
tx_legit_013505,0,325.59,5.7887,452,1,0,2,2,0,0
tx_legit_000639,0,263.77,5.5789,256,1,0,1,1,0,0
tx_legit_004866,0,2476.17,7.8149,157,1,0,6,1,0,0
tx_legit_012821,0,584.95,6.3732,86,1,0,1,1,0,0
tx_legit_008989,0,1027.91,6.9363,217,3,0,1,1,0,0
tx_legit_002031,0,392.02,5.9739,411,4,0,1,1,0,0
tx_legit_006087,0,603.66,6.4047,54,1,0,1,1,0,0
tx_legit_004733,0,375.95,5.9321,402,2,0,1,1,0,0
tx_legit_011390,0,1153.35,7.0513,76,1,0,1,2,0,0
tx_legit_009645,0,559.26,6.3284,901,1,1,1,22,0,0
tx_legit_008492,0,330.21,5.8028,826,1,0,3,1,0,0
tx_legit_012403,0,1890.25,7.545,861,1,0,1,2,0,0
tx_legit_003236,0,263.89,5.5793,197,3,0,1,1,0,0
tx_legit_013223,0,409.01,6.0162,596,2,0,1,1,0,0
tx_legit_007078,0,131.46,4.8863,939,2,0,6,2,0,0
tx_legit_003759,0,493.88,6.2043,584,2,0,2,18,0,0
tx_legit_010720,0,287.44,5.6645,676,1,0,2,1,0,0
tx_legit_007716,0,457.98,6.129,408,1,0,1,13,0,0
tx_legit_001771,0,585.82,6.3747,293,1,0,1,12,0,0
tx_legit_004612,0,731.76,6.5968,25,1,0,1,1,0,0
tx_legit_009273,0,422.25,6.048,576,1,0,3,1,0,0
tx_legit_010374,0,357.79,5.8827,615,2,2,2,1,0,0
tx_legit_010558,0,155.54,5.0533,578,2,2,1,22,0,0
tx_legit_010269,0,433.81,6.0749,285,3,0,1,18,0,0
tx_legit_009467,0,655.87,6.4875,205,1,0,1,1,0,0
tx_legit_010109,0,197.8,5.2923,222,1,0,2,19,0,0
tx_legit_001872,0,585.81,6.3747,694,1,0,1,1,0,0
tx_legit_005353,0,806.61,6.6941,292,1,0,1,3,0,0
tx_legit_007502,0,1459.85,7.2868,409,1,0,1,1,0,0
tx_legit_002357,0,299.16,5.7043,674,1,0,5,1,0,0
tx_legit_012806,0,260.84,5.5677,516,1,0,1,1,0,0
tx_fraud_000624,1,31683.76,10.3636,2,16,4,22,19,1,1
tx_legit_004141,0,287.23,5.6638,457,1,0,2,17,0,0
tx_legit_009843,0,637.7,6.4594,305,3,0,5,1,0,0
tx_legit_000368,0,359.9,5.8886,333,1,0,5,1,0,0
tx_legit_004397,0,2094.84,7.6477,701,1,0,1,1,0,0
tx_fraud_000463,1,64957.18,11.0815,10,12,5,1,1,0,1
tx_legit_000130,0,302.66,5.7159,590,1,0,1,1,0,0
tx_legit_010744,0,649.57,6.4778,878,1,0,1,3,0,0
tx_legit_006471,0,268.77,5.5976,886,1,0,1,3,0,0
tx_legit_008777,0,843.13,6.7383,405,1,1,1,1,0,0
tx_legit_007093,0,327.09,5.7933,27,1,0,1,2,0,0
tx_legit_010005,0,932.34,6.8388,991,1,0,1,2,0,0
tx_legit_000934,0,263.42,5.5775,338,1,0,1,2,0,0
tx_fraud_000243,1,12945.99,9.4686,18,9,7,2,29,0,1
tx_legit_005579,0,683.09,6.5281,52,2,0,2,16,0,0
tx_legit_008072,0,501.45,6.2195,788,3,0,2,9,0,0
tx_legit_004952,0,279.56,5.6368,130,2,1,1,1,0,0
tx_legit_009732,0,188.44,5.2441,389,2,0,1,1,0,0
tx_legit_008926,0,3087.7,8.0355,146,2,1,1,1,0,0
tx_legit_003790,0,177.21,5.183,713,1,0,1,1,0,0
tx_fraud_000323,1,16031.62,9.6824,3,8,0,5,2,1,1
tx_legit_004100,0,536.17,6.2863,228,1,0,2,2,0,0
tx_legit_001338,0,304.48,5.7219,880,2,0,1,1,0,0
tx_legit_002385,0,471.24,6.1575,103,1,0,5,2,0,0
tx_legit_013511,0,334.05,5.8143,471,1,0,1,1,0,0
tx_fraud_001154,1,4346.06,8.3773,516,2,0,16,10,0,0
tx_legit_007234,0,661.72,6.4964,625,1,0,6,1,0,0
tx_legit_010323,0,525.14,6.2656,271,1,0,1,3,0,0
tx_legit_006994,0,650.3,6.479,239,1,0,1,1,0,0
tx_fraud_000614,1,17269.3,9.7567,0,12,4,10,30,1,1
tx_legit_001184,0,1195.99,7.0876,98,1,0,1,1,0,0
tx_legit_001619,0,835.1,6.7287,40,1,0,1,2,0,0
tx_legit_000176,0,1345.16,7.205,661,1,0,1,1,0,0
tx_legit_008482,0,327.71,5.7952,56,1,0,6,2,0,0
tx_legit_011602,0,378.93,5.94,142,1,0,1,2,0,0
tx_legit_000650,0,1031.54,6.9398,847,1,0,1,1,0,0
tx_legit_010330,0,277.98,5.6311,70,2,1,1,2,0,0
tx_legit_003944,0,2219.93,7.7057,983,2,0,6,1,0,0
tx_legit_007172,0,725.61,6.5884,983,3,0,1,9,0,0
tx_legit_009908,0,527.13,6.2693,488,1,0,2,8,0,0
tx_legit_009357,0,1283.47,7.1581,844,1,0,2,17,0,0
tx_legit_005831,0,563.26,6.3355,967,1,0,1,1,0,0
tx_legit_008086,0,699.88,6.5523,901,1,0,1,1,0,0
tx_legit_003643,0,230.57,5.4449,810,1,0,1,3,0,0
tx_legit_011802,0,621.41,6.4336,118,1,0,1,15,0,0
tx_legit_006959,0,372.06,5.9217,223,1,2,3,1,0,0
tx_legit_001960,0,288.31,5.6675,70,1,0,2,13,0,0
tx_legit_007796,0,1340.54,7.2016,917,1,0,1,2,0,0
tx_legit_008238,0,1042.5,6.9503,779,1,0,1,2,0,0
tx_legit_009135,0,1206.32,7.0962,379,1,0,1,1,0,0
tx_legit_013105,0,2453.48,7.8057,976,1,0,6,1,0,0
tx_legit_013003,0,955.96,6.8638,299,1,0,1,1,0,0
tx_legit_000028,0,424.22,6.0526,241,2,0,1,1,0,0
tx_legit_010263,0,974.2,6.8826,216,1,0,1,1,0,0
tx_legit_006671,0,360.62,5.8906,525,1,0,1,1,0,0
tx_legit_009958,0,282.17,5.646,395,2,0,1,1,0,0
tx_legit_000017,0,393.87,5.9786,402,1,0,3,2,0,0
tx_legit_000438,0,2285.36,7.7347,927,1,0,1,4,0,0
tx_legit_008796,0,338.46,5.8274,708,1,0,2,3,0,0
tx_fraud_000846,1,3141.67,8.0528,416,1,0,1,16,0,0
tx_legit_012371,0,57.43,4.0678,421,1,0,2,8,0,0
tx_legit_010741,0,283.04,5.6491,495,1,0,1,4,0,0
tx_legit_003062,0,719.89,6.5805,760,2,0,1,2,0,0
tx_legit_003707,0,227.4,5.4311,576,1,0,2,17,0,0
tx_legit_009703,0,193.17,5.2687,648,1,0,1,2,0,0
tx_legit_002983,0,1076.96,6.9828,765,1,0,1,1,0,0
tx_legit_011610,0,833.05,6.7263,782,2,0,1,1,0,0
tx_legit_001442,0,1176.74,7.0714,918,2,0,1,1,0,0
tx_legit_012358,0,696.66,6.5477,136,1,0,1,2,0,0
tx_legit_009925,0,1307.83,7.1769,319,1,0,1,3,0,0
tx_legit_013602,0,866.74,6.7659,160,1,0,3,3,0,0
tx_legit_005501,0,511.62,6.2395,859,1,0,1,1,0,0
tx_legit_012888,0,94.32,4.5572,949,2,0,1,2,0,0
tx_legit_001565,0,718.63,6.5787,545,1,0,2,1,0,0
tx_legit_011959,0,679.13,6.5223,392,1,0,2,8,0,0
tx_legit_008043,0,179.44,5.1954,615,1,0,1,2,0,0
tx_legit_008815,0,559.69,6.3292,206,3,0,3,3,0,0
tx_legit_010119,0,250.99,5.5294,848,1,0,1,1,0,0
tx_legit_000565,0,1443.12,7.2753,392,1,0,1,1,0,0
tx_legit_005386,0,583.07,6.37,98,1,0,1,2,0,0
tx_legit_009650,0,347.52,5.8537,614,2,0,2,1,0,0
tx_legit_013440,0,248.2,5.5183,287,1,0,2,17,0,0
tx_legit_007058,0,1083.0,6.9884,107,1,0,2,12,0,0
tx_legit_003665,0,1207.46,7.0971,440,2,0,1,1,0,0
tx_legit_010166,0,233.63,5.458,850,1,0,1,2,0,0
tx_legit_010469,0,216.84,5.3838,620,2,0,1,11,0,0
tx_legit_003281,0,492.37,6.2013,98,1,0,1,1,0,0
tx_legit_010779,0,553.48,6.318,369,1,0,2,18,0,0
tx_legit_011166,0,452.2,6.1163,154,1,0,1,1,0,0
tx_legit_004898,0,985.49,6.8942,840,1,0,1,1,0,0
tx_legit_008632,0,1314.73,7.1821,38,1,0,1,17,0,0
tx_legit_004391,0,245.55,5.5076,456,1,0,2,1,0,0
tx_legit_004874,0,814.04,6.7032,579,1,0,5,3,0,0
tx_legit_006468,0,357.26,5.8813,315,1,0,2,18,0,0
