transactionId,isFraud,amount,logAmount,accountAgeDays,velocity1h,failedTxCount24h,sharedDeviceAccountCount,sharedIpAccountCount,isNewAccountFlag,highVelocityFlag
tx_legit_002546,0,162.89,5.0992,328,2,0,1,2,0,0
tx_legit_006887,0,727.1,6.5904,289,1,0,1,2,0,0
tx_legit_002569,0,610.73,6.4163,347,2,0,1,1,0,0
tx_legit_008133,0,601.57,6.4012,853,1,0,1,3,0,0
tx_legit_000842,0,662.8,6.498,271,1,0,1,2,0,0
tx_legit_008395,0,262.4,5.5737,849,1,0,1,2,0,0
tx_legit_008887,0,414.68,6.0299,510,1,0,1,1,0,0
tx_legit_007318,0,301.17,5.711,748,1,0,1,1,0,0
tx_legit_007425,0,223.0,5.4116,181,1,0,1,4,0,0
tx_legit_005276,0,1173.07,7.0682,766,1,0,1,3,0,0
tx_legit_003010,0,849.97,6.7464,471,1,0,1,4,0,0
tx_legit_003547,0,635.74,6.4564,315,2,0,1,1,0,0
tx_legit_005620,0,720.97,6.582,263,2,0,1,3,0,0
tx_legit_001287,0,281.39,5.6433,464,2,0,1,1,0,0
tx_legit_009047,0,1185.88,7.0791,219,1,0,1,2,0,0
tx_legit_002277,0,331.64,5.8071,359,1,0,1,1,0,0
tx_legit_001011,0,429.39,6.0647,324,1,0,1,1,0,0
tx_legit_002115,0,667.16,6.5045,630,1,0,1,1,0,0
tx_legit_001292,0,412.13,6.0238,321,1,2,1,2,0,0
tx_legit_004956,0,196.85,5.2875,841,1,0,1,1,0,0
tx_legit_001890,0,627.33,6.4431,729,2,0,1,2,0,0
tx_legit_000062,0,426.67,6.0584,79,1,2,1,4,0,0
tx_legit_003058,0,214.55,5.3732,473,1,0,3,1,0,0
tx_legit_002213,0,249.58,5.5238,350,1,0,1,4,0,0
tx_legit_001190,0,293.68,5.6859,821,1,0,1,1,0,0
tx_legit_003265,0,496.87,6.2103,545,1,0,1,1,0,0
tx_legit_002180,0,717.21,6.5768,70,1,0,1,1,0,0
tx_legit_006101,0,1853.45,7.5253,653,1,0,1,1,0,0
tx_legit_001651,0,372.99,5.9242,389,1,0,1,2,0,0
tx_legit_008487,0,422.86,6.0494,138,1,0,1,1,0,0
tx_legit_005364,0,314.38,5.7538,179,1,0,1,1,0,0
tx_legit_001392,0,268.6,5.5969,664,1,0,1,2,0,0
tx_legit_000683,0,476.57,6.1687,693,1,0,1,3,0,0
tx_legit_002454,0,420.86,6.0447,108,1,0,1,1,0,0
tx_legit_007890,0,800.58,6.6866,169,1,0,1,2,0,0
tx_legit_008662,0,186.3,5.2327,345,2,0,3,1,0,0
tx_legit_007039,0,173.84,5.1639,224,1,0,1,1,0,0
tx_legit_002620,0,661.25,6.4956,45,1,0,1,1,0,0
tx_legit_003429,0,462.33,6.1384,740,1,0,1,3,0,0
tx_legit_006789,0,709.56,6.5661,866,1,0,1,3,0,0
tx_legit_007215,0,794.72,6.6792,143,1,0,1,1,0,0
tx_legit_000395,0,147.05,4.9976,670,1,0,1,1,0,0
tx_legit_005512,0,214.87,5.3747,376,1,0,2,2,0,0
tx_legit_000721,0,323.69,5.7829,516,1,0,1,2,0,0
tx_legit_008367,0,490.98,6.1984,76,1,0,1,1,0,0
tx_legit_007560,0,631.61,6.4499,860,1,0,2,3,0,0
tx_legit_000175,0,366.56,5.9069,449,1,0,1,1,0,0
tx_legit_005145,0,2230.87,7.7106,105,2,0,1,4,0,0
tx_legit_005894,0,488.59,6.1936,482,1,1,1,1,0,0
tx_legit_000526,0,425.96,6.0567,234,2,0,1,1,0,0
tx_legit_008658,0,1669.59,7.4209,482,1,0,1,1,0,0
tx_legit_008723,0,982.16,6.8908,150,1,1,1,1,0,0
tx_legit_005031,0,940.64,6.8476,808,3,1,1,1,0,0
tx_legit_006778,0,264.02,5.5798,311,1,2,2,1,0,0
tx_legit_003910,0,851.63,6.7483,451,1,0,1,2,0,0
tx_legit_008445,0,608.03,6.4119,102,3,0,1,1,0,0
tx_legit_006099,0,1110.37,7.0133,563,1,0,1,3,0,0
tx_legit_006092,0,246.32,5.5107,873,1,0,1,4,0,0
tx_legit_000898,0,278.49,5.633,568,4,0,1,1,0,0
tx_legit_001960,0,502.36,6.2213,406,2,0,1,2,0,0
tx_legit_004311,0,278.3,5.6323,177,1,0,1,1,0,0
tx_legit_007851,0,900.44,6.804,157,1,0,1,1,0,0
tx_legit_006397,0,109.48,4.7048,858,2,0,1,1,0,0
tx_legit_008604,0,845.7,6.7413,807,2,0,1,2,0,0
tx_legit_005373,0,592.1,6.3854,637,2,0,1,1,0,0
tx_legit_005799,0,242.14,5.4936,209,2,0,1,3,0,0
tx_legit_008951,0,352.29,5.8673,554,1,0,1,2,0,0
tx_legit_001386,0,594.26,6.389,815,1,0,1,1,0,0
tx_legit_006997,0,660.86,6.4951,720,1,0,1,2,0,0
tx_legit_006812,0,207.09,5.338,464,1,0,1,1,0,0
tx_legit_005283,0,365.79,5.9048,818,1,1,2,1,0,0
tx_legit_001413,0,1135.73,7.0359,371,2,0,1,1,0,0
tx_legit_008190,0,1124.79,7.0262,365,1,0,1,1,0,0
tx_legit_001058,0,439.35,6.0876,521,1,0,1,1,0,0
tx_legit_000308,0,460.05,6.1335,305,1,1,1,2,0,0
tx_legit_006089,0,391.68,5.973,47,1,0,1,2,0,0
tx_legit_006189,0,428.72,6.0631,271,1,0,1,1,0,0
tx_legit_006751,0,255.03,5.5453,212,1,0,1,1,0,0
tx_legit_007062,0,966.66,6.8749,156,3,0,1,1,0,0
tx_legit_001173,0,642.09,6.4663,719,2,0,1,3,0,0
tx_legit_005542,0,1246.72,7.1291,607,1,0,1,1,0,0
tx_legit_008002,0,367.33,5.909,835,1,0,1,3,0,0
tx_legit_000429,0,818.23,6.7084,578,1,0,1,2,0,0
tx_legit_000201,0,876.87,6.7775,657,3,0,1,1,0,0
tx_legit_004840,0,675.32,6.5167,213,1,0,1,4,0,0
tx_legit_005683,0,290.52,5.6751,852,1,0,2,1,0,0
tx_legit_001778,0,1165.9,7.0621,146,2,0,1,1,0,0
tx_legit_004509,0,146.24,4.9921,240,1,1,1,1,0,0
tx_legit_005828,0,507.43,6.2313,803,1,0,1,1,0,0
tx_legit_004137,0,232.49,5.4531,566,4,0,1,1,0,0
tx_legit_007140,0,379.89,5.9425,368,1,0,3,1,0,0
tx_legit_007046,0,249.69,5.5242,139,1,0,1,1,0,0
tx_legit_000057,0,1281.73,7.1567,727,1,0,1,1,0,0
tx_legit_003980,0,1285.34,7.1596,311,1,0,1,2,0,0
tx_legit_003784,0,358.28,5.8841,358,1,0,1,1,0,0
tx_legit_008938,0,144.73,4.9818,843,1,0,1,2,0,0
tx_legit_005890,0,1571.74,7.3606,125,1,0,1,1,0,0
tx_legit_004857,0,274.35,5.618,727,1,0,1,1,0,0
tx_legit_007476,0,1075.18,6.9812,503,2,0,1,1,0,0
tx_legit_000477,0,728.27,6.592,345,1,0,1,3,0,0
tx_legit_004220,0,1241.1,7.1246,622,1,0,2,2,0,0
tx_legit_003952,0,782.43,6.6637,373,1,0,1,2,0,0
tx_legit_003242,0,425.69,6.0561,817,2,0,2,2,0,0
tx_legit_002336,0,483.8,6.1837,735,1,0,1,1,0,0
tx_legit_004636,0,824.88,6.7164,753,1,0,1,1,0,0
tx_legit_001887,0,501.88,6.2204,528,1,0,1,1,0,0
tx_legit_000499,0,400.56,5.9954,620,1,0,1,3,0,0
tx_legit_008796,0,214.8,5.3744,161,3,0,1,1,0,0
tx_legit_008771,0,530.14,6.275,127,1,0,1,2,0,0
tx_legit_002119,0,878.59,6.7795,741,1,0,2,3,0,0
tx_legit_006846,0,235.32,5.4652,863,1,0,1,4,0,0
tx_legit_004879,0,253.96,5.5411,403,2,2,1,1,0,0
tx_legit_003883,0,115.59,4.7587,146,1,0,1,2,0,0
tx_legit_001416,0,936.41,6.8431,600,1,0,1,1,0,0
tx_legit_003473,0,1404.07,7.2478,771,1,0,1,2,0,0
tx_legit_008027,0,298.95,5.7036,323,1,0,2,1,0,0
tx_legit_009068,0,330.21,5.8028,523,1,0,1,1,0,0
tx_legit_004660,0,972.62,6.881,666,1,0,1,2,0,0
tx_legit_003565,0,263.89,5.5793,863,3,0,1,1,0,0
tx_legit_005133,0,312.85,5.7489,547,1,0,1,4,0,0
tx_legit_004112,0,493.88,6.2043,832,2,0,1,1,0,0
tx_legit_007453,0,167.63,5.1277,265,1,0,1,1,0,0
tx_legit_002047,0,1319.53,7.1858,780,1,0,1,3,0,0
tx_legit_002436,0,949.31,6.8568,775,3,0,1,1,0,0
tx_legit_002635,0,299.16,5.7043,864,1,0,1,1,0,0
tx_legit_006394,0,370.66,5.918,876,1,0,2,2,0,0
tx_legit_001194,0,717.84,6.5776,193,1,0,1,2,0,0
tx_legit_002360,0,1035.32,6.9434,404,1,0,1,1,0,0
tx_legit_001973,0,304.44,5.7218,330,1,0,2,2,0,0
tx_legit_001946,0,347.22,5.8528,475,1,0,1,1,0,0
tx_legit_001131,0,244.47,5.5032,376,1,0,1,1,0,0
tx_legit_007606,0,987.49,6.8962,747,1,0,1,2,0,0
tx_legit_006022,0,683.09,6.5281,538,2,0,1,2,0,0
tx_legit_002664,0,471.24,6.1575,613,1,0,1,3,0,0
tx_legit_003738,0,433.51,6.0742,103,3,0,1,4,0,0
tx_legit_008353,0,774.01,6.6529,463,1,0,1,1,0,0
tx_legit_001407,0,1195.99,7.0876,817,1,0,1,1,0,0
tx_legit_006824,0,829.58,6.7221,235,1,0,1,1,0,0
tx_legit_002766,0,5473.14,8.6078,200,1,0,1,3,0,0
tx_legit_007175,0,406.65,6.0104,440,1,0,1,1,0,0
tx_legit_004950,0,397.38,5.9874,271,3,0,1,1,0,0
tx_legit_000664,0,1154.55,7.0523,620,1,0,1,2,0,0
tx_legit_008644,0,50.0,3.9318,184,1,0,2,3,0,0
tx_legit_007463,0,411.12,6.0213,805,1,2,1,1,0,0
tx_legit_002148,0,1945.34,7.5737,83,1,0,1,1,0,0
tx_legit_005128,0,333.72,5.8133,337,2,0,1,2,0,0
tx_legit_008346,0,50.0,3.9318,231,1,0,1,1,0,0
tx_legit_004779,0,458.85,6.1309,386,1,0,1,2,0,0
tx_legit_003609,0,601.68,6.4014,79,1,0,1,1,0,0
tx_legit_006706,0,2992.76,8.0043,583,1,1,1,1,0,0
tx_legit_003887,0,740.41,6.6086,731,1,0,1,4,0,0
tx_legit_000625,0,2285.36,7.7347,562,1,0,1,1,0,0
tx_legit_008040,0,186.33,5.2329,80,1,0,1,1,0,0
tx_legit_008971,0,448.06,6.1072,118,1,0,1,4,0,0
tx_legit_005331,0,2328.54,7.7534,864,1,0,1,5,0,0
tx_legit_005985,0,459.34,6.132,479,1,0,1,1,0,0
tx_legit_002250,0,240.87,5.4884,661,1,0,1,1,0,0
tx_legit_000995,0,759.5,6.634,882,1,0,1,1,0,0
tx_legit_007876,0,519.58,6.2549,490,1,0,1,3,0,0
tx_legit_002850,0,1220.72,7.108,787,1,0,1,3,0,0
tx_legit_008451,0,387.27,5.9617,727,1,0,1,1,0,0
tx_legit_006233,0,316.28,5.7598,885,1,0,2,1,0,0
tx_legit_006923,0,428.51,6.0626,220,2,1,1,1,0,0
tx_legit_002066,0,173.99,5.1647,584,1,0,1,4,0,0
tx_legit_005421,0,903.79,6.8077,138,1,0,2,2,0,0
tx_legit_000780,0,788.89,6.6719,153,2,1,1,3,0,0
tx_legit_003723,0,606.73,6.4097,200,2,0,1,1,0,0
tx_legit_002084,0,232.34,5.4525,483,2,0,1,3,0,0
tx_legit_000950,0,232.76,5.4543,843,1,1,1,3,0,0
tx_legit_006733,0,218.83,5.3929,628,1,1,1,1,0,0
tx_legit_000817,0,436.07,6.0801,170,1,0,2,2,0,0
tx_legit_008387,0,646.91,6.4738,471,1,1,2,1,0,0
tx_legit_005820,0,583.07,6.37,625,1,0,1,2,0,0
tx_legit_001110,0,5833.64,8.6716,530,1,1,1,1,0,0
tx_legit_005204,0,167.53,5.1271,756,3,1,1,4,0,0
tx_legit_000299,0,1113.29,7.016,349,2,0,1,1,0,0
tx_legit_004785,0,306.32,5.7279,222,2,0,1,1,0,0
tx_legit_003435,0,742.26,6.611,803,2,0,1,1,0,0
tx_legit_006406,0,369.96,5.9161,688,1,1,1,2,0,0
tx_legit_005500,0,537.72,6.2892,85,1,1,1,2,0,0
tx_legit_008258,0,1130.8,7.0316,773,1,0,1,1,0,0
tx_legit_007363,0,390.84,5.9709,638,1,0,1,3,0,0
tx_legit_007995,0,870.51,6.7702,180,1,0,1,2,0,0
tx_legit_005095,0,606.26,6.409,534,1,0,1,2,0,0
tx_legit_002672,0,930.85,6.8372,355,3,0,2,2,0,0
tx_legit_000837,0,393.75,5.9783,449,1,0,1,3,0,0
tx_legit_005002,0,800.98,6.6871,684,1,1,1,2,0,0
tx_legit_006947,0,357.26,5.8813,145,1,0,1,1,0,0
tx_legit_003240,0,533.28,6.2809,335,1,0,2,2,0,0
tx_legit_000475,0,185.05,5.226,621,1,0,2,1,0,0
tx_legit_005654,0,557.85,6.3259,598,1,0,1,1,0,0
tx_legit_002998,0,774.2,6.6531,426,1,0,1,1,0,0
tx_legit_005450,0,232.78,5.4544,154,1,0,1,1,0,0
tx_legit_006082,0,332.25,5.8089,833,1,0,1,1,0,0
tx_legit_008566,0,364.09,5.9001,889,1,0,1,1,0,0
tx_legit_003797,0,710.98,6.568,94,1,0,1,1,0,0
tx_legit_003663,0,1581.72,7.3669,705,1,0,1,3,0,0
tx_legit_000911,0,538.67,6.291,512,1,0,2,2,0,0
tx_legit_007172,0,2076.32,7.6388,210,1,1,1,1,0,0
tx_legit_008296,0,339.69,5.831,268,2,0,1,1,0,0
tx_legit_008944,0,473.83,6.163,731,2,0,1,1,0,0
tx_legit_004237,0,957.28,6.8651,860,1,0,2,3,0,0
tx_legit_001433,0,1051.12,6.9586,812,1,0,1,2,0,0
tx_legit_005572,0,921.75,6.8274,307,2,0,1,2,0,0
tx_legit_000440,0,128.13,4.8608,387,1,0,1,2,0,0
tx_legit_000686,0,309.2,5.7372,520,2,0,1,1,0,0
tx_legit_004117,0,1097.23,7.0015,280,1,0,1,2,0,0
tx_legit_005723,0,1024.16,6.9326,862,1,0,1,4,0,0
tx_legit_000652,0,957.47,6.8653,744,2,0,2,3,0,0
tx_legit_008175,0,355.58,5.8766,186,1,0,1,1,0,0
tx_legit_003090,0,345.26,5.8472,180,2,0,2,1,0,0
tx_legit_005197,0,1983.33,7.593,821,1,0,1,1,0,0
tx_legit_003457,0,549.07,6.31,326,1,1,1,1,0,0
tx_legit_007837,0,1245.71,7.1283,196,1,0,1,1,0,0
tx_legit_004236,0,514.38,6.2449,815,1,0,1,1,0,0
tx_legit_002175,0,196.56,5.286,779,1,0,1,1,0,0
tx_legit_007953,0,529.63,6.2741,79,1,1,1,1,0,0
tx_legit_007752,0,1843.84,7.5201,90,1,1,3,3,0,0
tx_legit_008617,0,551.73,6.3149,349,2,0,1,3,0,0
tx_legit_000679,0,757.73,6.6316,455,2,2,1,3,0,0
tx_legit_005754,0,867.35,6.7666,185,1,0,1,1,0,0
tx_legit_002749,0,282.32,5.6466,492,2,0,1,1,0,0
tx_legit_008383,0,283.22,5.6497,817,2,0,1,1,0,0
tx_legit_004329,0,473.84,6.163,359,1,0,1,1,0,0
tx_legit_005953,0,908.51,6.8129,661,2,0,1,1,0,0
tx_legit_002590,0,427.92,6.0613,436,1,0,1,1,0,0
tx_legit_007673,0,399.28,5.9922,760,1,0,2,2,0,0
tx_legit_008561,0,942.77,6.8499,481,2,0,1,1,0,0
tx_legit_004406,0,775.96,6.6554,355,1,0,1,1,0,0
tx_legit_008965,0,511.28,6.2389,437,1,0,1,1,0,0
tx_legit_003810,0,1366.92,7.221,664,1,0,1,1,0,0
tx_legit_001147,0,261.09,5.5687,641,4,0,2,2,0,0
tx_legit_005518,0,323.55,5.7824,219,2,1,2,2,0,0
tx_legit_005165,0,1104.31,7.0079,426,1,1,1,1,0,0
tx_legit_003975,0,565.64,6.3397,663,1,0,1,1,0,0
tx_legit_000010,0,776.94,6.6566,898,1,0,1,1,0,0
tx_legit_000076,0,3162.1,8.0593,881,1,1,1,1,0,0
tx_legit_008045,0,2126.97,7.6629,730,1,0,1,1,0,0
tx_legit_007674,0,479.32,6.1745,354,1,0,1,3,0,0
tx_legit_001239,0,696.23,6.5471,482,1,1,1,1,0,0
tx_legit_001929,0,391.43,5.9724,331,1,0,1,1,0,0
tx_legit_000072,0,739.48,6.6073,831,1,0,1,2,0,0
tx_legit_004767,0,420.82,6.0446,288,1,0,1,2,0,0
tx_legit_004647,0,411.88,6.0232,774,1,1,1,1,0,0
tx_legit_008607,0,154.87,5.049,532,1,0,2,1,0,0
tx_legit_001113,0,1083.44,6.9888,661,1,0,1,4,0,0
tx_legit_001561,0,140.34,4.9512,893,2,0,1,1,0,0
tx_legit_005667,0,737.99,6.6053,147,1,0,1,1,0,0
tx_legit_003499,0,2619.8,7.8712,104,1,0,2,2,0,0
tx_legit_009143,0,273.58,5.6152,265,1,0,2,1,0,0
tx_legit_000939,0,1423.38,7.2615,524,1,0,1,1,0,0
tx_legit_008326,0,238.99,5.4806,464,1,0,1,1,0,0
tx_legit_000334,0,293.61,5.6857,539,3,0,1,2,0,0
tx_legit_004050,0,540.91,6.2951,899,1,1,1,3,0,0
tx_legit_004905,0,244.28,5.5024,294,1,1,1,1,0,0
tx_legit_007493,0,1351.9,7.21,197,1,0,1,1,0,0
tx_legit_002631,0,1268.79,7.1466,523,1,0,2,2,0,0
tx_legit_005216,0,504.73,6.226,347,1,0,3,1,0,0
tx_legit_008963,0,780.11,6.6607,360,2,0,1,1,0,0
tx_legit_004104,0,406.37,6.0097,876,1,0,1,1,0,0
tx_legit_007276,0,465.44,6.1451,583,1,0,1,1,0,0
tx_legit_006329,0,268.08,5.595,831,1,0,3,2,0,0
tx_legit_007773,0,1112.18,7.015,482,4,1,1,1,0,0
tx_legit_004900,0,213.1,5.3664,625,2,0,1,1,0,0
tx_legit_008772,0,982.14,6.8908,49,1,0,1,1,0,0
tx_legit_008860,0,201.68,5.3116,163,1,2,1,1,0,0
tx_legit_000976,0,930.94,6.8373,297,2,0,1,2,0,0
tx_legit_000268,0,112.17,4.7289,360,1,0,1,5,0,0
tx_legit_008669,0,499.18,6.215,708,2,0,1,3,0,0
tx_legit_000457,0,268.92,5.5981,436,2,0,1,1,0,0
tx_legit_007934,0,934.46,6.841,369,1,0,1,1,0,0
tx_legit_006087,0,280.69,5.6408,765,1,0,1,3,0,0
tx_legit_004853,0,229.14,5.4387,240,1,1,1,2,0,0
tx_legit_003313,0,238.78,5.4797,255,3,0,1,1,0,0
tx_legit_002864,0,1081.57,6.9871,855,1,0,1,3,0,0
tx_legit_009163,0,1078.31,6.9841,349,1,1,1,2,0,0
tx_legit_003785,0,656.64,6.4887,451,1,0,1,1,0,0
tx_legit_003665,0,162.04,5.094,847,3,0,1,3,0,0
tx_legit_006705,0,257.94,5.5566,533,1,0,1,2,0,0
tx_legit_005127,0,1983.16,7.593,818,1,0,1,1,0,0
tx_legit_008670,0,1246.9,7.1292,809,1,0,1,1,0,0
tx_legit_005772,0,1382.43,7.2323,563,1,0,1,2,0,0
tx_legit_003651,0,240.96,5.4888,622,1,0,1,1,0,0
tx_legit_007248,0,938.47,6.8453,123,1,0,1,1,0,0
tx_legit_000571,0,593.94,6.3885,135,1,0,1,1,0,0
tx_legit_005456,0,571.97,6.3508,881,3,0,2,1,0,0
tx_legit_003832,0,1937.9,7.5699,347,1,0,1,1,0,0
tx_legit_000771,0,150.81,5.0226,606,2,0,2,2,0,0
tx_legit_000242,0,380.83,5.945,498,1,0,1,1,0,0
tx_legit_006808,0,569.72,6.3469,222,1,0,1,2,0,0
tx_legit_001737,0,1142.05,7.0415,320,1,0,1,1,0,0
tx_legit_002029,0,553.13,6.3174,582,2,0,1,3,0,0
tx_legit_000742,0,270.87,5.6053,739,1,0,2,1,0,0
tx_legit_000759,0,200.27,5.3046,545,1,0,1,4,0,0
tx_legit_007456,0,1789.74,7.4904,246,1,0,1,2,0,0
tx_legit_002473,0,389.04,5.9662,521,1,0,2,1,0,0
tx_fraud_000562,1,73397.43,11.2037,7,13,4,2,3,1,1
tx_legit_000392,0,770.01,6.6477,222,1,0,1,1,0,0
tx_legit_006994,0,1739.62,7.462,744,1,0,1,2,0,0
tx_legit_002951,0,680.21,6.5239,296,1,0,1,1,0,0
tx_legit_000227,0,318.48,5.7667,622,3,0,1,2,0,0
tx_legit_000024,0,893.5,6.7963,407,2,0,1,3,0,0
tx_legit_002012,0,947.84,6.8552,726,3,2,1,1,0,0
tx_legit_000891,0,318.6,5.7671,548,1,0,1,1,0,0
tx_legit_002969,0,407.75,6.0131,336,1,0,1,1,0,0
tx_legit_001471,0,761.31,6.6364,593,1,0,1,1,0,0
tx_legit_008675,0,571.09,6.3493,220,2,0,1,1,0,0
tx_fraud_000591,1,61012.65,11.0189,8,11,4,3,4,0,1
tx_legit_008313,0,63.13,4.1609,83,1,0,1,2,0,0
tx_legit_002035,0,1012.33,6.921,84,1,0,1,3,0,0
tx_legit_000580,0,402.9,6.0012,315,1,0,1,1,0,0
tx_legit_007819,0,1012.75,6.9214,378,1,0,1,2,0,0
tx_legit_002464,0,1269.38,7.1471,864,1,0,1,3,0,0
tx_legit_000646,0,2099.45,7.6499,730,2,0,1,1,0,0
tx_legit_000722,0,801.64,6.6879,118,1,0,1,2,0,0
tx_legit_007701,0,262.84,5.5753,871,3,0,1,1,0,0
tx_legit_007861,0,411.53,6.0223,554,1,0,1,2,0,0
tx_legit_008462,0,730.11,6.5946,114,1,0,1,1,0,0
tx_legit_006231,0,336.91,5.8228,559,1,0,1,1,0,0
tx_legit_006290,0,1065.52,6.9722,566,1,0,1,1,0,0
tx_legit_002804,0,1069.57,6.9759,213,1,0,1,1,0,0
tx_legit_004489,0,1362.61,7.2179,658,1,0,1,3,0,0
tx_legit_009072,0,1059.39,6.9664,443,1,0,2,1,0,0
tx_legit_008836,0,348.3,5.8559,457,1,0,1,1,0,0
tx_legit_004963,0,604.15,6.4055,386,1,0,1,1,0,0
tx_legit_003109,0,408.82,6.0157,326,1,0,1,1,0,0
tx_fraud_000543,1,51957.63,10.8582,6,13,5,2,4,1,1
tx_legit_001785,0,464.86,6.1439,80,1,0,1,3,0,0
tx_legit_000340,0,430.19,6.0665,172,1,0,1,1,0,0
tx_legit_001281,0,629.95,6.4472,466,1,0,1,2,0,0
tx_legit_007698,0,426.78,6.0586,466,1,0,1,2,0,0
tx_legit_004954,0,239.76,5.4838,723,2,0,1,1,0,0
tx_legit_001528,0,348.32,5.856,636,1,0,1,1,0,0
tx_legit_002745,0,252.3,5.5346,112,2,0,1,1,0,0
tx_legit_002586,0,419.58,6.0416,626,1,1,1,2,0,0
tx_legit_006374,0,1841.13,7.5187,265,1,0,1,1,0,0
tx_legit_005089,0,446.18,6.103,305,1,1,1,3,0,0
tx_legit_008986,0,514.92,6.246,548,1,0,1,4,0,0
tx_legit_007937,0,290.79,5.676,256,1,1,1,2,0,0
tx_legit_002132,0,1008.8,6.9175,512,1,0,1,3,0,0
