transactionId,isFraud,amount,logAmount,accountAgeDays,velocity1h,failedTxCount24h,sharedDeviceAccountCount,sharedIpAccountCount,isNewAccountFlag,highVelocityFlag,sharedPaymentAccountCount,deviceDegree,ipDegree,paymentMethodDegree,merchantDegree,uniqueDevicesPerUser,uniqueIpsPerUser,uniquePaymentMethodsPerUser,accountsPerDevice,accountsPerIp,accountsPerPaymentMethod,recentSharedDeviceCount,recentSharedIpCount,recentPaymentReuseCount,transactionVelocityOnSharedDevice,transactionVelocityOnSharedIp,deviceClusterSize,ipClusterSize,paymentClusterSize,multiAccountDeviceFlag,multiAccountIpFlag,multiAccountPaymentFlag,sharedInfrastructureScore,relationshipDensity,ringConnectivityScore
tx_legit_007019,0,93.65,4.5502,730,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_003469,0,428.16,6.0618,495,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005147,0,600.96,6.4002,458,2,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_007387,0,529.95,6.2747,232,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_002852,0,619.95,6.4313,417,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000433,0,162.94,5.0995,222,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001583,0,342.75,5.8399,313,1,1,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005536,0,526.92,6.2689,451,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006123,0,429.78,6.0656,356,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006079,0,1539.37,7.3398,628,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_007923,0,1433.11,7.2683,110,2,1,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006084,0,587.07,6.3768,520,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_003506,0,84.06,4.4434,523,1,2,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_004126,0,240.92,5.4886,216,3,1,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001688,0,293.39,5.6849,621,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005144,0,574.15,6.3546,185,2,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000373,0,388.36,5.9645,565,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_003637,0,500.58,6.2178,249,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_002581,0,261.01,5.5684,702,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006184,0,114.44,4.7488,738,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_004933,0,781.92,6.663,160,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008229,0,383.97,5.9532,542,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_003581,0,128.43,4.8631,325,3,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000535,0,276.75,5.6267,623,4,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001114,0,976.72,6.8852,538,1,2,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008597,0,306.27,5.7277,529,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005780,0,149.78,5.0158,858,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_004479,0,298.71,5.7028,845,3,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001545,0,338.72,5.8281,698,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006005,0,292.87,5.6831,474,1,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_009156,0,585.88,6.3748,243,1,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_007023,0,104.31,4.6569,105,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_007374,0,988.93,6.8976,499,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008293,0,342.07,5.8379,875,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006689,0,330.72,5.8043,113,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005046,0,535.38,6.2848,131,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001691,0,567.47,6.3429,353,3,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000209,0,677.82,6.5204,398,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008075,0,1251.05,7.1325,292,1,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_007450,0,674.67,6.5157,221,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_003441,0,275.11,5.6208,678,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_002873,0,497.32,6.2112,592,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008837,0,217.24,5.3856,464,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008829,0,232.39,5.4527,318,2,2,1,1,0,0,2,2,2,2,8,1,1,1,1,1,2,1,1,2,1,1,1,1,5,0,0,1,0.17,0.0,0.6931
tx_legit_007943,0,638.66,6.4609,263,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,5,9,0,0,0,0.12,0.6,0.6931
tx_legit_007631,0,323.66,5.7828,421,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001782,0,490.53,6.1975,135,2,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006219,0,204.84,5.3271,209,2,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008117,0,2270.5,7.7282,521,1,0,1,1,0,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001553,0,1104.73,7.0083,757,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_003773,0,1393.33,7.2402,866,1,1,1,2,0,0,1,2,2,2,0,1,1,1,1,2,1,1,1,1,1,1,1,5,1,0,1,0,0.15,0.0,1.0986
tx_legit_004691,0,1254.27,7.1351,124,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_004805,0,815.89,6.7055,487,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_004106,0,372.45,5.9228,548,3,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_007648,0,318.57,5.767,513,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_002546,0,162.89,5.0992,328,2,0,1,2,0,0,1,2,2,2,0,1,1,1,1,2,1,1,1,1,1,1,1,5,1,0,1,0,0.15,0.0,1.0986
tx_legit_006887,0,727.1,6.5904,289,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_002569,0,610.73,6.4163,347,2,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008133,0,601.57,6.4012,853,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000842,0,662.8,6.498,271,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008395,0,262.4,5.5737,849,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008887,0,414.68,6.0299,510,1,0,1,2,0,0,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,5,1,0,1,0,0.15,0.0,1.0986
tx_legit_007318,0,301.17,5.711,748,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_007425,0,223.0,5.4116,181,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005276,0,1173.07,7.0682,766,1,0,2,1,0,0,1,2,2,2,8,1,1,1,2,1,1,2,1,1,2,1,5,1,1,1,0,0,0.16,0.0,1.0986
tx_legit_003010,0,849.97,6.7464,471,1,0,2,1,0,0,1,2,2,2,6,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,0,0,0.16,0.0,1.0986
tx_legit_003547,0,635.74,6.4564,315,2,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005620,0,720.97,6.582,263,2,0,1,1,0,0,1,2,2,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001287,0,281.39,5.6433,464,2,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_009047,0,1185.88,7.0791,219,1,0,1,2,0,0,1,2,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,5,1,0,1,0,0.15,0.0,1.0986
tx_legit_002277,0,331.64,5.8071,359,1,0,1,2,0,0,1,2,2,2,0,1,1,1,1,2,1,1,1,1,1,1,1,5,1,0,1,0,0.15,0.0,1.0986
tx_legit_001011,0,429.39,6.0647,324,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_002115,0,667.16,6.5045,630,1,0,1,2,0,0,1,2,2,2,0,1,1,1,1,2,1,1,2,1,1,2,1,7,1,0,1,0,0.15,0.0,1.0986
tx_legit_001292,0,412.13,6.0238,321,1,2,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_004956,0,196.85,5.2875,841,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001890,0,627.33,6.4431,729,2,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000062,0,426.67,6.0584,79,1,2,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_003058,0,214.55,5.3732,473,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_002213,0,249.58,5.5238,350,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001190,0,293.68,5.6859,821,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_003265,0,496.87,6.2103,545,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_002180,0,717.21,6.5768,70,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006101,0,1853.45,7.5253,653,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001651,0,372.99,5.9242,389,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008487,0,422.86,6.0494,138,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005364,0,314.38,5.7538,179,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001392,0,268.6,5.5969,664,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000683,0,476.57,6.1687,693,1,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_002454,0,420.86,6.0447,108,1,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_007890,0,800.58,6.6866,169,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008662,0,186.3,5.2327,345,2,0,1,1,0,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_007039,0,173.84,5.1639,224,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_002620,0,661.25,6.4956,45,1,0,1,1,0,0,2,2,2,2,6,1,1,1,1,1,2,1,1,2,1,1,1,1,9,0,0,1,0.17,0.0,0.6931
tx_legit_003429,0,462.33,6.1384,740,1,0,1,1,0,0,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,11,0,0,1,0.17,0.0,0.6931
tx_legit_006789,0,709.56,6.5661,866,1,0,1,2,0,0,1,2,4,2,2,1,1,1,1,2,1,1,1,1,1,1,7,9,5,0,1,0,0.15,0.6,1.0986
tx_legit_007215,0,794.72,6.6792,143,1,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000395,0,147.05,4.9976,670,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005512,0,214.87,5.3747,376,1,0,1,1,0,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000721,0,323.69,5.7829,516,1,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008367,0,490.98,6.1984,76,1,0,1,3,0,0,1,2,4,2,2,1,1,1,1,3,1,1,1,1,1,1,1,9,1,0,1,0,0.18,0.0,1.3863
tx_legit_007560,0,631.61,6.4499,860,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000175,0,366.56,5.9069,449,1,0,2,1,0,0,1,2,2,2,4,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,0,0,0.16,0.0,1.0986
tx_legit_005145,0,2230.87,7.7106,105,2,0,2,1,0,0,1,4,2,2,0,1,1,1,2,1,1,2,1,1,2,1,9,7,7,1,0,0,0.16,0.6,1.0986
tx_legit_005894,0,488.59,6.1936,482,1,1,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000526,0,425.96,6.0567,234,2,0,2,1,0,0,1,2,2,2,4,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,0,0,0.16,0.0,1.0986
tx_legit_008658,0,1669.59,7.4209,482,1,0,1,1,0,0,1,2,2,2,4,1,2,1,1,1,1,1,1,1,2,1,5,1,7,0,0,0,0.12,0.6,0.6931
tx_legit_008723,0,982.16,6.8908,150,1,1,1,1,0,0,2,2,2,2,4,1,1,1,1,1,2,1,1,2,1,1,1,1,7,0,0,1,0.17,0.0,0.6931
tx_legit_005031,0,940.64,6.8476,808,3,1,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006778,0,264.02,5.5798,311,1,2,1,1,0,0,1,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_003910,0,851.63,6.7483,451,1,0,1,1,0,0,1,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,5,13,0,0,0,0.12,0.6,0.6931
tx_legit_008445,0,608.03,6.4119,102,3,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006099,0,1110.37,7.0133,563,1,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006092,0,246.32,5.5107,873,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_000898,0,278.49,5.633,568,4,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001960,0,502.36,6.2213,406,2,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_004311,0,278.3,5.6323,177,1,0,1,1,0,0,1,2,2,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_007851,0,900.44,6.804,157,1,0,2,1,0,0,1,2,2,2,6,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,0,0,0.16,0.0,1.0986
tx_legit_006397,0,109.48,4.7048,858,2,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008604,0,845.7,6.7413,807,2,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005373,0,592.1,6.3854,637,2,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_005799,0,242.14,5.4936,209,2,0,1,1,0,0,1,2,2,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008951,0,352.29,5.8673,554,1,0,1,1,0,0,1,2,2,2,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001386,0,594.26,6.389,815,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006997,0,660.86,6.4951,720,1,0,3,1,0,0,1,4,2,2,0,1,1,1,3,1,1,2,1,1,2,1,9,1,1,1,0,0,0.2,0.0,1.3863
tx_legit_006812,0,207.09,5.338,464,1,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,5,5,11,0,0,0,0.12,0.6,0.6931
tx_legit_005283,0,365.79,5.9048,818,1,1,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001413,0,1135.73,7.0359,371,2,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_008190,0,1124.79,7.0262,365,1,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001058,0,439.35,6.0876,521,1,0,2,1,0,0,1,2,2,2,6,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,0,0,0.16,0.0,1.0986
tx_legit_000308,0,460.05,6.1335,305,1,1,2,1,0,0,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,9,1,15,1,0,1,0.21,0.0,1.0986
tx_legit_006089,0,391.68,5.973,47,1,0,2,1,0,0,1,2,2,2,8,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,0,0,0.16,0.0,1.0986
tx_legit_006189,0,428.72,6.0631,271,1,0,1,1,0,0,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_006751,0,255.03,5.5453,212,1,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_007062,0,966.66,6.8749,156,3,0,1,1,0,0,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
tx_legit_001173,0,642.09,6.4663,719,2,0,1,1,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.12,0.0,0.6931
